username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;salary;mortgage;others
cferon57;Germany;13/05/1964;Self Employed;Bachelors;Separated; Female;21,5;2572;1868;true;Samsung, Seat
stwidell58;Romania;06/03/1966;Self Employed;High School;Separated; Female;20,5;2411;2212;false;iPhone, Others
oridley59;Romania;13/04/1971;Unknown;Masters;Never Married; Male;25;2723;2960;true;Samsung, Seat
ldebrett5a;France;24/05/1976;Public;Bachelors;Married; Female;17,5;2801;2160;true;Samsung, Honda
ejackways5b;Germany;10/01/1993;Public;High School;Married; Male;25;1251;913;false;Iphone, Volkswagen
rstebbings5c;France;24/06/1999;Public;Doctorate;Married; Male;29,5;1645;1656;true;Samsung, Others
srodrigo5d;Finland;20/06/1970;Public;Bachelors;Never Married; Male;26;2409;3388;true;Iphone, Others
cknutsen5e;Greece;08/03/1970;Public;High School;Married; Female;37,5;2506;2917;false;Samsung, Others
klambis5f;Slovakia;31/10/1994;Private;Bachelors;Married; Male;22;1815;1678;true;Iphone, Honda
fcolquite5g;Poland;16/01/1993;Self Employed;Bachelors;Married; Male;17;1357;954;true;iPhone, Non
leschalette5h;Cyprus;04/02/1995;Public;Doctorate;Married; Male;39;807;1573;false;Iphone, Others
vnanson5i;Spain;17/11/1968;Public;Bachelors;Separated; Female;37;2881;2535;true;iPhone, Non
fdoxsey5j;Romania;05/06/1990;Private;Bachelors;Married; Male;23;3037;3125;false;Samsung, Others
dlonergan5k;Germany;25/04/1991;Public;Doctorate;Separated; Male;39,5;2692;1613;false;iPhone, Others
xscruby5l;Italy;26/04/1999;Self Employed;High School;Divorced; Male;17,5;1737;1700;false;Iphone, Honda
ccicco5m;Netherlands;19/01/1967;Private;High School;Separated; Male;38;2162;1751;false;Samsung, Ford
glishmund5n;Romania;09/05/1989;Public;Bachelors;Married; Female;23;2772;2042;false;Samsung, Audi
tjanusz5o;Italy;11/02/1987;Unknown;Bachelors;Married; Male;32;2749;1500;false;Others, Ford
aszymanski5p;Germany;14/03/1986;Unknown;Bachelors;Married; Female;16,5;2532;2302;false;Iphone, BMW
ebordman5q;Spain;13/02/1971;Private;Bachelors;Married; Female;36;2287;3339;false;Samsung, Volkswagen
mgarmons5r;France;29/10/1982;Self Employed;High School;Married; Male;24,5;3045;2799;false;iPhone, Non
lluce5s;Germany;27/11/1985;Unknown;High School;Married; Male;24;2052;1669;false;iPhone, Audi
hborgnol5t;Czech Republic;05/08/1981;Public;High School;Married; Male;37;2125;3300;false;Samsung, Seat
lorudden5u;France;09/09/1972;Private;Masters;Never Married; Female;18,5;2286;3130;false;iPhone, Others
ppietsma5v;Germany;30/04/1961;Public;High School;Separated; Male;31,5;2951;2771;false;Others, BMW
thathwood5w;Italy;21/06/1963;Unknown;High School;Never Married; Male;21,5;2669;2701;false;Samsung, Non
amcmichell5x;Germany;04/07/1993;Public;High School;Married; Female;23,5;837;1694;true;Others, Audi
hklimkin5y;Belgium;11/04/1990;Unknown;Doctorate;Married; Female;18;2670;2286;false;iPhone, Audi
lcrosbie5z;Romania;06/05/1988;Public;Bachelors;Separated; Female;39;2287;3016;false;Others, BMW
cgrancher60;Sweden;19/07/1973;Private;Bachelors;Married; Male;11;4315;2257;false;iPhone, Non
ufarny61;France;19/06/1981;Unknown;Bachelors;Never Married; Male;39,5;2939;1581;true;Others, BMW
mfarfull62;Germany;10/09/1976;Public;Masters;Married; Male;27,5;2946;2351;false;iPhone, Seat
gbowlesworth63;Spain;13/10/1967;Unknown;Doctorate;Married; Male;27;2598;1638;false;Others, Ford
cdirand64;France;03/05/1999;Public;Bachelors;Divorced; Male;17;1813;1562;false;iPhone, Others
hjohnys65;Germany;01/03/1996;Public;Bachelors;Divorced; Male;30,5;950;1132;false;Iphone, Volkswagen
ybulled66;Germany;08/05/1982;Self Employed;Masters;Married; Male;21,5;2048;1445;false;iPhone, Others
bsedcole67;France;13/01/1984;Private;High School;Divorced; Male;30,5;2820;3168;false;Others, BMW
flangwade68;Germany;17/10/1960;Public;Bachelors;Married; Male;33;2844;3196;false;Samsung, Others
jgillibrand69;France;27/10/1994;Private;Bachelors;Separated; Male;24;1453;1338;false;Others, Others
strank6a;Germany;22/04/1984;Private;Doctorate;Married; Male;39,5;2726;2982;false;Samsung, Others
mmabey6b;Italy;14/12/1964;Unknown;Doctorate;Married; Male;23;2247;2352;false;Samsung, Honda
dvosse6c;Poland;24/09/1984;Public;Doctorate;Married; Male;31;2310;2862;false;Samsung, Honda
kdimitrie6d;Slovakia;14/07/1999;Public;High School;Separated; Male;37;848;1591;false;iPhone, Others
amacpaden6e;Austria;07/08/1987;Private;Bachelors;Married; Male;36,5;2749;1774;true;Samsung, Honda
awilds6f;Netherlands;27/09/1965;Public;Bachelors;Never Married; Male;33,5;2051;3035;false;Samsung, Others
jsprott6g;Greece;01/05/1982;Public;Bachelors;Divorced; Male;34;2530;2915;false;Others, Honda
mcattonnet6h;Germany;05/09/1989;Private;High School;Married; Male;28,5;2669;1419;false;Samsung, BMW
slomasny6i;Germany;18/06/1993;Public;High School;Divorced; Female;15,5;1065;1382;false;iPhone, Volkswagen
csillitoe6j;Greece;07/01/1994;Public;Doctorate;Divorced; Female;30;1336;1236;true;iPhone, Honda
ocadore6k;Germany;11/04/1970;Private;High School;Separated; Female;24,5;2995;2636;false;Samsung, Non
itrever6l;France;06/07/1986;Unknown;Doctorate;Married; Male;36,5;2133;1937;false;Others, Others
pjakucewicz6m;Hungary;03/08/1995;Public;High School;Married; Male;20,5;1918;1697;true;Samsung, BMW
abloys6n;France;14/07/1962;Private;High School;Never Married; Male;23,5;2310;1471;true;Samsung, Others
kdalyiel6o;France;22/11/1991;Unknown;Bachelors;Married; Male;23;2695;1769;false;Samsung, Volkswagen
varnolds6p;France;07/08/1984;Public;Bachelors;Never Married; Male;27;2766;2846;true;Iphone, Volkswagen
jmcginny6q;Sweden;26/01/1998;Unknown;Bachelors;Never Married; Male;17;3617;2347;false;Iphone, Non
mkeavy6r;Italy;16/12/1982;Public;Bachelors;Married; Male;20;2680;2294;false;Others, Others
jblewis6s;Romania;28/06/1994;Unknown;Doctorate;Married; Female;26;1485;1354;true;iPhone, Others
mhaccleton6t;France;21/11/1983;Private;Doctorate;Separated; Male;36;2148;2962;false;iPhone, Ford
agourlie6u;Portugal;08/01/1977;Private;Bachelors;Married; Male;26;2903;3260;false;Others, Others
rgraal6v;Lithuania;05/12/1996;Self Employed;Masters;Separated; Male;36;1427;1550;false;Others, Others
msans6w;Portugal;05/05/1977;Self Employed;Bachelors;Married; Male;24;3018;2413;true;iPhone, Others
nliptrod6x;Germany;26/08/1994;Unknown;Bachelors;Divorced; Male;30,5;1908;1536;true;Samsung, BMW
amcjarrow6y;Greece;30/04/1963;Unknown;Bachelors;Married; Female;36,5;2639;3324;false;Samsung, Non
npolk6z;Spain;24/09/1981;Public;Masters;Married; Male;21;2271;2022;false;iPhone, Others
gcaven70;Austria;26/12/1977;Self Employed;High School;Married; Male;21,5;2624;3205;true;iPhone, Audi
fmcblain71;Germany;30/07/1974;Unknown;Bachelors;Married; Female;12,5;2168;2947;true;iPhone, Audi
ohachette72;Germany;15/06/1994;Unknown;High School;Married; Male;33;1986;1363;false;iPhone, Others
riacovaccio73;Germany;31/12/1988;Public;High School;Separated; Male;29,5;2381;2317;true;iPhone, Non
ifeavyour74;Poland;22/04/1998;Private;High School;Married; Male;40;1151;989;false;Others, Others
avatcher75;Czech Republic;02/10/1984;Public;High School;Married; Male;20;2014;2993;false;iPhone, Others
lcadding76;Germany;26/04/1991;Public;High School;Married; Female;32;2626;1607;false;Others, Ford
mramsay77;Cyprus;21/08/1973;Private;Bachelors;Divorced; Female;18;2804;2444;false;Samsung, Others
athripp78;Belgium;08/07/1977;Public;Bachelors;Separated; Male;35;2827;3026;false;iPhone, Audi
comullan79;Spain;22/05/1984;Self Employed;Bachelors;Married; Male;27;2296;2109;false;Samsung, Honda
csaggs7a;Germany;05/01/1964;Public;Doctorate;Married; Female;21,5;2346;2707;true;iPhone, BMW
dgrealey7b;Romania;19/03/1973;Private;Bachelors;Separated; Female;25,5;2214;1467;false;Others, Others
cdegouy7c;Germany;09/03/1987;Self Employed;Bachelors;Married; Male;19,5;2237;2281;false;iPhone, BMW
cbonallack7d;Austria;15/05/1995;Public;Bachelors;Married; Male;39;1392;1452;true;Samsung, Non
cmacculloch7e;Germany;28/08/1972;Unknown;Masters;Married; Male;29,5;2732;1482;true;iPhone, Non
reastbrook7f;Italy;01/07/1983;Private;High School;Married; Female;35,5;2448;2923;true;iPhone, Seat
afaier7g;Poland;23/04/1995;Self Employed;Bachelors;Married; Female;25;1711;1164;false;Samsung, Non
tleere7h;Portugal;27/04/1990;Public;Bachelors;Married; Male;40;2847;1641;false;iPhone, Ford
dderl7i;Sweden;20/02/1961;Public;Masters;Divorced; Female;31;5243;2790;true;Samsung, BMW
lspileman7j;Italy;20/07/1982;Public;Masters;Married; Male;38;2419;2278;true;Others, Seat
raird7k;Spain;09/08/1988;Private;Doctorate;Married; Male;18,5;2164;3462;false;Samsung, Others
cschuchmacher7l;Italy;29/01/1974;Unknown;Bachelors;Married; Male;29;2968;2965;false;Others, Others
kleat7m;France;02/09/1967;Private;High School;Married; Male;19,5;2277;1830;false;iPhone, Others
kcarvilla7n;Poland;20/10/1986;Unknown;Bachelors;Married; Male;35;2974;2924;false;iPhone, Others
abitchener7o;Poland;05/04/1987;Self Employed;High School;Married; Male;18,5;2299;2686;false;Samsung, Others
jsummerside7p;Finland;22/08/1989;Self Employed;Bachelors;Married; Female;39,5;2032;2894;true;Samsung, Others
abursell7q;Bulgaria;02/03/1967;Public;Bachelors;Married; Male;17;2687;2123;false;Others, Others
apettet7r;Italy;03/12/1989;Private;Bachelors;Divorced; Female;20;2904;1526;false;Others, Non
shandlin7s;Italy;26/06/1993;Public;Bachelors;Married; Female;29,5;1951;904;false;Samsung, Others
dhooke7t;Spain;28/04/1988;Self Employed;Bachelors;Separated; Female;31,5;2188;3230;true;Samsung, BMW
tpudan7u;Greece;07/07/1976;Self Employed;Doctorate;Married; Male;34,5;2677;1940;true;iPhone, Non
sthomke7v;Spain;29/10/1978;Public;Doctorate;Separated; Male;39;2074;3307;false;Others, Others
lgimber7w;Hungary;28/01/1984;Public;Masters;Married; Male;29;2169;2913;false;Samsung, Others
ekeitch7x;Spain;14/10/1973;Public;High School;Married; Male;8;2071;3118;false;Iphone, Non
mgerrell7y;Ireland;26/11/1989;Unknown;Bachelors;Married; Male;10;2047;2425;true;iPhone, Non
gockland7z;Bulgaria;16/05/1964;Public;Bachelors;Separated; Female;33,5;2678;3417;true;Others, Honda
umateescu80;Hungary;03/03/1995;Private;High School;Married; Male;38,5;1295;1486;false;Samsung, Non
sfleming81;Belgium;02/03/1977;Private;Bachelors;Married; Male;24,5;2356;2289;false;Iphone, Others
rduddell82;Netherlands;18/07/1994;Self Employed;Bachelors;Separated; Male;38;1143;1521;false;iPhone, Audi
jedie83;Italy;24/04/1964;Unknown;Bachelors;Married; Female;35,5;2369;3290;false;iPhone, Non
ahawsby84;Poland;24/03/1960;Unknown;Masters;Married; Male;32,5;2550;2413;false;iPhone, BMW
bmintram85;Bulgaria;29/12/1972;Unknown;Bachelors;Divorced; Female;26,5;2514;2268;false;Iphone, Volkswagen
rwrathall86;Italy;15/01/1965;Self Employed;High School;Married; Male;22;2598;2004;true;Iphone, Ford
kdavidovicz87;Italy;16/11/1992;Unknown;Bachelors;Married; Male;28;1384;1593;false;iPhone, Audi
vmicheau88;Poland;26/05/1967;Private;Bachelors;Married; Male;21,5;2074;3432;true;Others, Non
gredfern89;Spain;01/05/1982;Unknown;Bachelors;Never Married; Male;17;2117;1951;false;Samsung, BMW
npeskett8a;Germany;31/12/1974;Self Employed;High School;Married; Male;29,5;2927;2580;false;Others, Others
pcopson8b;Spain;29/07/1960;Public;Doctorate;Never Married; Male;4,5;2819;1416;false;Samsung, Non
mfilyaev8c;Sweden;26/05/1983;Private;Bachelors;Married; Male;29;5883;1915;true;Samsung, BMW
escimone8d;Spain;02/08/1972;Unknown;High School;Divorced; Male;40;2056;2778;false;iPhone, Others
tjelkes8e;Czech Republic;19/08/1987;Private;Masters;Married; Male;36,5;2883;2433;true;Samsung, Ford
drosedale8f;Belgium;17/10/1990;Self Employed;Bachelors;Divorced; Male;35,5;2707;3044;false;iPhone, BMW
minde8g;Poland;04/08/1977;Public;Bachelors;Married; Male;23,5;2129;2128;false;iPhone, Volkswagen
tlacroux8h;France;15/01/1993;Self Employed;High School;Married; Male;30;987;1076;false;Samsung, Non
pferri8i;France;24/12/1965;Self Employed;Bachelors;Married; Male;31,5;2253;1418;true;Samsung, Volkswagen
ehoffman8j;Italy;24/06/1963;Self Employed;Bachelors;Married; Male;6,5;2489;2914;false;iPhone, Honda
ldoherty8k;France;29/11/1988;Public;High School;Married; Female;25;2786;1659;false;Iphone, Others
pkemmer8l;Italy;06/12/1995;Private;Bachelors;Married; Male;23,5;1886;1019;true;iPhone, Others
rinde8m;Portugal;11/03/1985;Public;High School;Married; Female;28;2061;3370;true;iPhone, Non
aghion8n;Spain;13/04/1996;Private;High School;Married; Female;18,5;908;1035;true;Others, Ford
kdunston8o;Portugal;03/08/1978;Private;High School;Divorced; Female;7;2487;2751;true;Samsung, Non
emcmahon8p;Poland;19/12/1988;Private;Bachelors;Married; Female;20,5;2390;1976;false;Others, Others
kdoorey8q;Hungary;14/04/1991;Unknown;Masters;Married; Male;18;2073;2450;true;Iphone, BMW
cbordiss8r;Poland;30/08/1987;Public;Masters;Separated; Male;21,5;2846;1497;true;Samsung, Honda
zroyl8s;Greece;05/04/1989;Self Employed;High School;Separated; Female;34,5;2737;2217;false;iPhone, Non
omaudsley8t;Italy;30/03/1975;Private;Bachelors;Separated; Male;6,5;2528;3008;true;iPhone, Seat
slesper8u;Germany;19/04/1986;Self Employed;High School;Separated; Female;21;2487;3081;true;Others, Others
imccaughran8v;France;02/03/1978;Public;High School;Separated; Male;39;2877;2748;true;iPhone, Others
ccalles8w;Germany;16/06/1986;Public;Bachelors;Married; Male;34;2684;2473;false;Samsung, Others
ssiward8x;Cyprus;07/04/1961;Public;Bachelors;Married; Male;36,5;2923;2658;false;iPhone, Others
mcovington8y;Latvia;01/05/1968;Private;Bachelors;Divorced; Female;37;2295;2934;false;Samsung, Ford
nchesterman8z;Portugal;05/09/1988;Self Employed;High School;Married; Female;28,5;2522;3189;false;iPhone, Non
jsalleir90;Croatia;01/05/1977;Public;Bachelors;Married; Male;32,5;2404;2645;false;iPhone, Non
lharder91;Netherlands;26/11/1975;Unknown;Bachelors;Divorced; Male;20,5;2427;2428;true;iPhone, Seat
dhathorn92;Italy;12/02/1973;Private;Bachelors;Separated; Male;5,5;2983;1970;true;iPhone, Ford
wquarton93;France;01/04/1961;Private;Bachelors;Separated; Male;20,5;2642;2711;true;iPhone, Others
lleyton94;Romania;28/11/1963;Self Employed;Bachelors;Married; Male;33,5;2491;2540;true;iPhone, Others
bbailles95;Germany;24/10/1975;Public;Bachelors;Separated; Male;26;2679;2526;true;iPhone, Others
chamon96;France;04/04/1970;Unknown;Bachelors;Separated; Female;35;2730;2163;true;Iphone, Volkswagen
vgiurio97;Spain;22/01/1980;Unknown;High School;Never Married; Female;22,5;2402;2732;false;Samsung, Ford
fbartaletti98;France;05/01/1983;Public;Masters;Divorced; Male;40;2083;2373;true;Samsung, Audi
ctimblett99;Estonia;03/05/1964;Unknown;Bachelors;Separated; Female;18;2425;2738;false;Samsung, Audi
rdyball9a;Bulgaria;06/05/1961;Public;Bachelors;Married; Male;34;2071;3151;false;Others, Others
aasplen9b;Spain;22/08/1989;Public;Bachelors;Separated; Male;29,5;2184;2914;true;Iphone, Ford
cklainman9c;Sweden;29/03/1962;Unknown;Bachelors;Married; Male;25;3989;1876;false;Samsung, Audi
ibradwell9d;Sweden;17/04/1992;Public;Masters;Never Married; Female;40;2513;2191;false;iPhone, Non
claycock9e;Romania;13/09/1973;Unknown;Doctorate;Married; Male;18;2788;1727;false;iPhone, Honda
ybread9f;Germany;04/11/1988;Private;Bachelors;Divorced; Male;24,5;3028;1805;true;iPhone, Audi
ggowling9g;Poland;20/02/1965;Public;Masters;Married; Male;17;2440;2338;true;iPhone, Others
fhalso9h;Hungary;31/10/1978;Private;Bachelors;Married; Male;30;2598;2718;false;iPhone, Non
wwilstead9i;Netherlands;17/09/1962;Private;Masters;Divorced; Female;19;2631;3462;false;Samsung, Seat
kraspel9j;Poland;22/03/1965;Unknown;Bachelors;Divorced; Male;37;2365;3492;false;iPhone, Others
smushawe9k;Italy;23/08/1986;Private;Bachelors;Divorced; Female;37,5;2911;3298;true;iPhone, Volkswagen
mdockery9l;Romania;02/08/1988;Unknown;High School;Married; Male;38,5;2148;3113;true;Iphone, Non
ayukhnin9m;Germany;15/08/1979;Private;Masters;Never Married; Male;36,5;2296;1673;true;Others, Ford
boregan9n;Spain;12/02/1963;Public;Bachelors;Divorced; Male;40;2949;2472;false;iPhone, Volkswagen
cdrake9o;Germany;09/05/1970;Private;Doctorate;Married; Male;34;2397;2894;true;iPhone, Non
iuccelli9p;Italy;17/07/1966;Unknown;Masters;Married; Male;31;2357;1653;false;Samsung, Non
charrop9q;Germany;07/04/1966;Unknown;Masters;Married; Male;29,5;2114;2283;true;Samsung, Others
bspiniello9r;Poland;25/01/1993;Unknown;Bachelors;Married; Male;22,5;1538;1360;false;Samsung, Others
lwalczak9s;Bulgaria;28/05/1977;Self Employed;High School;Never Married; Male;23;2696;2767;false;iPhone, Others
jsummerskill9t;Sweden;18/02/1966;Public;Bachelors;Married; Male;23;4363;1705;true;Samsung, Non
kerie9u;Luxembourg;11/12/1968;Private;Bachelors;Married; Female;36,5;2095;2014;false;iPhone, BMW
ttimoney9v;Spain;25/08/1962;Self Employed;High School;Married; Female;36;2780;2192;false;Samsung, Honda
schisholme9w;Croatia;29/07/1961;Public;Bachelors;Never Married; Female;16,5;2812;2764;true;Others, Others
mhardy9x;Czech Republic;27/06/1974;Private;Masters;Separated; Female;19,5;2017;1699;false;iPhone, Non
kclimpson9y;Italy;06/12/1968;Public;Bachelors;Married; Female;36,5;2659;2215;false;iPhone, Audi
lgudeman9z;Germany;01/05/1974;Self Employed;Bachelors;Married; Male;38;2395;3451;true;Iphone, Others
jjosephsona0;Belgium;27/12/1967;Public;Bachelors;Separated; Male;25;2684;2129;false;Iphone, Audi
tdepaepea1;France;30/09/1963;Unknown;Bachelors;Separated; Male;22,5;2623;2576;true;iPhone, BMW
lnovilla2;Germany;25/01/1998;Private;Bachelors;Married; Male;27,5;1964;973;false;iPhone, Others
smelettia3;Austria;24/03/1979;Public;Masters;Separated; Male;12;2081;1868;true;iPhone, Others
cloveladya4;Poland;14/01/1962;Unknown;High School;Never Married; Male;25;2983;1820;false;iPhone, Volkswagen
nblankmana5;Spain;14/12/1977;Private;Bachelors;Married; Female;23;2015;3421;true;Iphone, Audi
hjackesa6;Germany;29/08/1970;Public;Doctorate;Separated; Female;26;2846;2299;false;Samsung, Others
jmainlanda7;Germany;31/07/1983;Public;Bachelors;Married; Female;39,5;2190;3047;true;iPhone, Volkswagen
rharrolda8;Slovenia;10/10/1990;Private;Doctorate;Married; Female;20,5;3023;1598;false;iPhone, Honda
bbodessona9;Croatia;14/07/1978;Private;Bachelors;Married; Male;30,5;2674;2422;false;iPhone, Others
pblankettaa;France;15/06/1969;Private;High School;Married; Female;26;2715;3394;false;iPhone, Others
wlefriecab;Germany;27/04/1974;Unknown;Bachelors;Never Married; Female;19,5;2986;1960;true;Samsung, Others
ccosbeeac;France;06/02/1991;Self Employed;Doctorate;Married; Male;40;2821;2684;false;iPhone, BMW
mbacupad;France;09/12/1989;Self Employed;High School;Married; Male;36;2798;2291;true;Iphone, Ford
alimmerae;France;11/02/1969;Private;Bachelors;Married; Female;21,5;2855;3418;true;iPhone, Others
gmckennyaf;Germany;08/01/1985;Unknown;Masters;Married; Male;17;2388;2009;true;Others, Non
nsnarttag;Spain;29/06/1971;Unknown;Bachelors;Married; Male;24;2250;2100;false;iPhone, Honda
sdilrewah;Germany;21/06/1996;Self Employed;Masters;Married; Male;28;1757;1514;false;Iphone, Non
dhughsai;Hungary;07/09/1963;Unknown;High School;Never Married; Male;22;2721;1602;true;iPhone, BMW
wjahnsaj;Italy;23/05/1992;Self Employed;High School;Divorced; Female;35;1102;1543;false;Others, Audi
hmoratak;Spain;09/09/1983;Self Employed;Bachelors;Married; Female;29;2934;3399;false;Samsung, Non
hsandesal;Greece;26/06/1985;Self Employed;Bachelors;Married; Male;37;2392;2760;false;Iphone, Honda
gballingalam;Italy;18/07/1987;Public;Bachelors;Married; Male;33;2181;3479;true;iPhone, BMW
sroullieran;Netherlands;11/11/1993;Unknown;Bachelors;Divorced; Male;38;1535;946;false;Samsung, Volkswagen
rburgwynao;Sweden;06/11/1973;Self Employed;High School;Married; Male;17;5720;3003;true;Samsung, Audi
vdrezzerap;Italy;14/04/1980;Private;Bachelors;Separated; Male;19,5;2163;3237;false;Samsung, Seat
orolphaq;Ireland;13/12/1973;Private;Bachelors;Separated; Male;28,5;2386;2212;false;iPhone, Honda
vconradsenar;Netherlands;04/08/1989;Self Employed;Bachelors;Married; Male;22;2179;2688;false;Iphone, Non
smizzenas;Germany;21/12/1960;Public;Bachelors;Married; Male;12,5;2815;3286;false;Iphone, BMW
kstanistreteat;Italy;22/11/1968;Self Employed;High School;Divorced; Male;32;2975;3108;true;iPhone, Others
cdevilleau;Hungary;20/09/1997;Self Employed;Masters;Separated; Female;23,5;1642;901;false;iPhone, Volkswagen
asibilleav;Lithuania;30/08/1987;Self Employed;Bachelors;Married; Female;38,5;2315;1644;false;Iphone, Others
jmcdadeaw;Denmark;07/12/1984;Private;Doctorate;Married; Male;28;2952;1899;false;Samsung, Audi
zleverageax;Germany;17/08/1961;Unknown;Bachelors;Divorced; Female;26;2936;2481;true;Others, Seat
kgaitoneay;Spain;19/01/1989;Private;High School;Married; Male;31,5;2499;1780;true;iPhone, Others
gdellcasaaz;Germany;20/11/1974;Unknown;Bachelors;Married; Male;27;2778;2023;false;iPhone, Others
acahillb0;Estonia;17/05/1984;Unknown;High School;Married; Female;5,5;2700;3165;false;Samsung, Non
ulintheadb1;Poland;08/04/1983;Private;High School;Divorced; Male;32,5;2214;2687;false;Others, Non
agoodrumb2;Germany;01/04/1990;Public;Bachelors;Married; Male;28;2229;3352;true;iPhone, Others
emcgroartyb3;Spain;13/02/1961;Unknown;Bachelors;Never Married; Male;23;2960;1460;true;Others, Others
smccreadyb4;France;09/03/1974;Private;High School;Separated; Male;28;2260;1466;true;Others, Audi
gmclennanb5;Italy;08/10/1975;Public;High School;Married; Male;21;2501;3499;false;iPhone, Ford
cfaberb6;Germany;19/06/1983;Self Employed;Bachelors;Married; Female;17,5;2500;2900;true;iPhone, Audi
gdewittb7;Spain;17/04/1977;Self Employed;High School;Married; Female;38;2404;2377;false;Samsung, Ford
acollingworthb8;Germany;30/05/1968;Public;Bachelors;Married; Male;34;2751;2673;false;iPhone, Non
ufriseb9;Poland;01/07/1984;Self Employed;Bachelors;Married; Male;21;2627;2861;true;Samsung, Non
acosgraveba;Italy;10/12/1991;Unknown;Doctorate;Married; Male;28,5;2809;1593;false;iPhone, Ford
nelecumbb;France;29/11/1980;Self Employed;High School;Divorced; Male;23;2775;2156;false;iPhone, Others
lskippenbc;Italy;05/07/1978;Private;Bachelors;Married; Male;21,5;2567;2666;true;iPhone, Non
cmewesbd;Romania;03/05/1989;Private;Bachelors;Married; Male;31;2272;3257;true;Others, Seat
mkelwickbe;Germany;17/01/1989;Self Employed;Masters;Divorced; Male;28,5;2492;2916;true;Iphone, Others
stripeanbf;France;24/02/1974;Self Employed;Masters;Separated; Female;35;2601;1482;false;iPhone, Audi
ghudlestonbg;Germany;02/08/1998;Self Employed;Bachelors;Married; Female;38;1857;1039;false;iPhone, Others
mlamasnabh;France;14/09/1963;Public;Doctorate;Married; Female;11,5;2233;3151;true;Samsung, Others
obedminsterbi;Spain;19/04/1964;Self Employed;Bachelors;Married; Male;9;2027;3050;true;Iphone, Seat
mcolquetebj;Germany;16/02/1990;Private;Bachelors;Divorced; Female;31;2062;3085;false;Iphone, BMW
cferdinandbk;France;03/01/1973;Public;Bachelors;Divorced; Male;29;3006;2093;true;Samsung, Others
skylesbl;Slovakia;30/11/1993;Unknown;Doctorate;Separated; Male;23;1542;1555;true;iPhone, Others
gbrecknockbm;Germany;04/02/1970;Private;Masters;Married; Female;18,5;2183;2482;false;iPhone, Others
scasarolibn;Greece;18/09/1985;Public;High School;Divorced; Male;15,5;3040;3237;true;Others, Volkswagen
pklehnbo;Netherlands;02/12/1993;Self Employed;Bachelors;Never Married; Female;23,5;1848;1048;true;Samsung, Ford
pmincinibp;Portugal;04/12/1985;Unknown;Bachelors;Married; Female;29;2889;1440;false;Others, Ford
edickersonbq;Spain;26/11/1966;Public;Masters;Married; Female;11,5;2685;3090;false;iPhone, BMW
aessebybr;Germany;29/12/1981;Self Employed;Bachelors;Married; Male;16,5;2493;2781;false;iPhone, Honda
acastagnebs;Finland;13/03/1987;Public;High School;Divorced; Male;38,5;2505;2097;false;Others, Others
smckeaveneybt;Belgium;14/04/1982;Public;Bachelors;Married; Male;26;2577;2156;true;iPhone, Non
mdixeybu;Germany;15/01/1991;Public;Bachelors;Married; Male;35,5;2134;1649;false;Samsung, Others
jheaysmanbv;Spain;09/09/1995;Public;High School;Married; Female;36;1107;1478;false;iPhone, Seat
mmatisbw;Italy;02/06/1970;Public;Bachelors;Separated; Male;20;3006;3448;true;Others, Others
rsoamesbx;Spain;19/01/1988;Self Employed;Bachelors;Married; Male;18,5;2485;1618;false;iPhone, Others
chammelbergby;Spain;10/06/1980;Public;Bachelors;Married; Female;39,5;2857;3089;true;Iphone, Others
pthriftbz;France;02/03/1962;Private;Bachelors;Separated; Female;20;2990;2291;true;Others, Others
ddimeloec0;Hungary;13/11/1974;Public;Bachelors;Married; Male;25,5;2965;2163;true;Iphone, Honda
lbornc1;Finland;05/01/1974;Unknown;High School;Married; Male;15,5;2839;2332;true;iPhone, BMW
dhackingec2;Netherlands;31/03/1984;Unknown;High School;Never Married; Male;30;2745;3476;true;Samsung, Non
atinseyc3;Spain;29/01/1981;Self Employed;Doctorate;Married; Male;36,5;2361;1890;true;iPhone, Seat
cmcveyc4;Poland;03/06/1983;Private;High School;Divorced; Female;39,5;2003;3038;false;iPhone, Non
asomerliec5;Luxembourg;04/09/1968;Unknown;High School;Married; Female;35,5;2419;1526;false;Others, Others
ddenshamc6;Italy;07/05/1972;Public;High School;Married; Female;20,5;2135;2018;true;Iphone, Non
kshemiltc7;Malta;17/04/1999;Unknown;Masters;Married; Male;22,5;1744;979;false;Samsung, Others
mkleinermanc8;Hungary;21/03/1972;Public;Bachelors;Married; Female;14;2472;1816;true;Iphone, Honda
vgarnallc9;France;17/04/1975;Private;Bachelors;Divorced; Female;23;2573;3154;true;iPhone, Non
fflahiveca;Italy;24/09/1991;Unknown;Bachelors;Never Married; Female;21,5;2546;1402;true;Samsung, Non
dperotticb;Germany;18/07/1984;Private;Bachelors;Never Married; Male;27,5;2133;2588;true;Others, Others
iloudencc;Luxembourg;21/08/1992;Unknown;Bachelors;Separated; Male;28,5;1761;1439;false;Iphone, Others
kpaurcd;Spain;25/06/1976;Self Employed;Bachelors;Married; Male;35,5;2243;2699;false;Samsung, Non
tagronce;Germany;08/09/1980;Public;Masters;Married; Male;38;2000;1555;true;iPhone, Non
keadcf;Italy;24/01/1985;Private;Masters;Never Married; Male;30;3008;1418;false;Samsung, Seat
barkcollcg;Germany;08/11/1976;Unknown;High School;Married; Male;30,5;2005;1875;false;Iphone, Audi
