username;country;dateOfBirth;workclass;education;maritalStatus;sex;hours;savings;income;mortgage;others
mgardenerqq;Germany;03/08/1982;Self Employed;Doctorate;Married; Female;39;3459;1868;false;Samsung, Others
vshervilqr;France;10/04/1979;Self Employed;Bachelors;Married; Female;37;3400;957;false;iPhone, Seat
rbroggioqs;Spain;01/01/1980;Public;Bachelors;Never Married; Female;37;7148;581;false;Iphone, BMW
aantognozziiqt;France;11/07/1979;Private;Masters;Married; Female;31,5;9374;1752;true;iPhone, Volkswagen
dmccandiequ;Portugal;04/02/1973;Self Employed;Doctorate;Never Married; Male;27;4240;1607;false;Samsung, Others
cwatmoreqv;Italy;7/15/1972;Self Employed;Bachelors;Married; Male;35,5;7185;1012;true;Iphone, Seat
emcilreavyqw;Germany;2/26/1977;Self Employed;Doctorate;Married; Male;32,5;4422;1053;false;iPhone, Honda
rpinkettqx;Germany;02/03/1982;Self Employed;Bachelors;Married; Male;29;29292;4565;false;iPhone, BMW
sdehailesqy;Germany;1/28/1977;Public;High School;Never Married; Male;22,5;8576;709;true;Samsung, Others
dbarnshawqz;Italy;09/01/1977;Private;Bachelors;Separated; Male;22;4950;692;false;iPhone, Ford
srawlsr0;Spain;9/23/1970;Self Employed;Bachelors;Divorced; Female;19,5;7249;1806;true;Others, Volkswagen
mchampkinr1;Spain;1/31/1979;Unknown;Bachelors;Never Married; Male;29,5;9330;1562;true;Samsung, Non
ecarlemanr2;Germany;8/13/1973;Unknown;Masters;Married; Female;24,5;23579;4404;false;Iphone, Audi
amackledenr3;France;8/17/1973;Unknown;Bachelors;Divorced; Male;26,5;24718;6861;true;Samsung, Honda
kgregoryr4;Spain;11/13/1976;Self Employed;Bachelors;Married; Male;19;9397;1561;false;Samsung, Honda
eplumbr5;Italy;07/09/1987;Self Employed;High School;Married; Male;24;24656;2067;true;iPhone, Others
askuser6;France;7/26/1989;Self Employed;High School;Married; Male;38;8549;1757;true;iPhone, BMW
rforsonr7;Italy;10/06/1983;Self Employed;Masters;Married; Female;31;7406;1586;false;Others, Honda
escarasbrickr8;Portugal;03/02/1971;Self Employed;Bachelors;Separated; Male;29;9221;1454;true;Samsung, Seat
npryker9;France;08/04/1973;Public;Bachelors;Married; Male;6;9674;385;false;iPhone, Volkswagen
mlamblinra;France;5/28/1990;Unknown;Bachelors;Divorced; Male;32,5;9844;723;true;iPhone, Ford
nevershedrb;France;1/13/1980;Public;Bachelors;Married; Male;28;5126;1213;true;Samsung, Ford
hdaintreyrc;Portugal;10/24/1985;Self Employed;Bachelors;Separated; Female;12;5381;301;false;iPhone, Seat
ebawlesrd;Spain;12/04/1985;Unknown;Doctorate;Married; Female;30;7220;1725;false;iPhone, Audi
rflottre;France;2/17/1990;Public;Doctorate;Married; Male;28,5;8333;1923;true;iPhone, Seat
kferierf;Germany;6/28/1979;Private;Bachelors;Married; Male;33,5;6930;1046;true;Samsung, Volkswagen
ivickersrg;Spain;7/29/1976;Private;Bachelors;Married; Male;25;3428;1440;true;iPhone, Others
mparissrh;Portugal;12/05/1979;Self Employed;High School;Married; Male;37;23714;4948;true;iPhone, Others
notleyri;France;10/15/1976;Public;High School;Divorced; Male;28;38004;4768;false;iPhone, Honda
gozannerj;Spain;6/14/1988;Public;Bachelors;Married; Female;37,5;8260;1269;true;Others, Seat
teckertrk;Portugal;05/01/1984;Private;Bachelors;Married; Male;38;8976;1784;true;iPhone, Others
aclinkrl;Spain;07/03/1978;Unknown;Masters;Married; Male;17;8826;343;false;iPhone, Volkswagen
llicciardorm;Italy;03/06/1986;Unknown;High School;Married; Male;32;5576;686;true;Samsung, Others
bgreatheadrn;Germany;01/12/1975;Public;Doctorate;Separated; Male;37,5;9359;1620;false;Iphone, Seat
lcochero;Germany;11/12/1980;Self Employed;Masters;Married; Male;18;35273;5494;false;iPhone, Others
kgerwoodrp;Portugal;8/22/1984;Public;Masters;Separated; Female;22;8705;1660;false;iPhone, Others
ndabernottrq;Spain;11/29/1982;Self Employed;Bachelors;Married; Male;7,5;16449;435;false;Samsung, Others
gwalklaterr;Germany;6/14/1980;Private;Bachelors;Married; Male;39;22325;3106;true;Samsung, Ford
kblasiak0;France;2/15/1991;Self Employed;Masters;Never Married; Male;25;3824;1100;false;Samsung, Audi
egilyott1;Spain;11/22/1978;Self Employed;Bachelors;Married; Male;38;6841;1469;true;iPhone, Ford
kjarred2;France;12/20/1973;Private;Masters;Never Married; Male;7,5;8386;405;false;Samsung, Others
jingliby3;Spain;12/21/1978;Self Employed;High School;Married; Female;30,5;3782;1744;false;Samsung, Honda
ahathorn4;Portugal;12/21/1978;Public;Doctorate;Married; Male;23,5;4048;1174;false;iPhone, Non
bdavenhall5;Spain;11/09/1989;Private;Doctorate;Married; Male;33,5;5678;1191;false;Samsung, Volkswagen
gsimmank6;Spain;03/07/1988;Self Employed;High School;Never Married; Male;22,5;3417;1971;false;Samsung, Ford
aswate7;Italy;12/19/1986;Private;Masters;Married; Male;29;6081;1139;false;Others, Ford
tsorrel8;Germany;12/13/1989;Private;High School;Separated; Male;20;7978;579;true;Others, Ford
chattrick9;Spain;12/13/1980;Private;Bachelors;Married; Male;7;8770;487;false;iPhone, Audi
rleballa;Germany;07/06/1971;Public;High School;Married; Female;33;3112;1023;true;iPhone, Audi
bbuddingtonb;Spain;06/06/1983;Self Employed;High School;Married; Male;18,5;16538;1734;false;iPhone, Ford
jmcaviyc;Germany;10/21/1976;Public;Bachelors;Married; Female;38,5;8091;1111;true;iPhone, Others
aboiced;Spain;06/10/1980;Public;Masters;Married; Female;18;6476;1333;false;Iphone, Non
aolivazzie;France;6/21/1972;Self Employed;Doctorate;Separated; Male;16,5;20912;6987;true;iPhone, Others
lpetyankinf;Spain;12/19/1975;Self Employed;Bachelors;Married; Male;39;5871;1456;false;Samsung, Others
rbowlingg;Italy;6/19/1978;Self Employed;High School;Separated; Male;38,5;3137;1268;true;Others, Others
mpashh;France;8/22/1979;Public;Bachelors;Never Married; Female;22;30252;6313;false;iPhone, Volkswagen
eswaingeri;Italy;6/30/1988;Self Employed;High School;Married; Male;27,5;4812;762;false;Samsung, BMW
ltimlinj;Spain;8/17/1989;Unknown;Bachelors;Married; Male;19;6400;920;true;iPhone, Ford
hredgravek;Portugal;5/21/1989;Self Employed;High School;Married; Male;31;15444;1289;true;iPhone, Non
lkearnsl;Italy;04/02/1985;Self Employed;High School;Married; Male;20,5;8124;1531;true;Samsung, Audi
valeshkovm;Italy;01/03/1971;Unknown;High School;Married; Male;26,5;4370;1108;true;Samsung, Non
rsitlingtonn;Spain;12/28/1970;Unknown;Bachelors;Never Married; Male;27,5;5208;1501;true;iPhone, Others
gmcwhinnieo;Spain;11/19/1984;Unknown;Bachelors;Married; Male;32;9959;838;false;iPhone, Non
wnorthfieldp;Portugal;12/10/1982;Self Employed;Masters;Married; Male;32,5;3264;854;false;iPhone, Non
cdoudnyq;Germany;7/27/1971;Public;Doctorate;Married; Male;31,5;3282;1634;false;Others, BMW
cluttgerr;Portugal;3/25/1979;Self Employed;Bachelors;Never Married; Male;33,5;7060;1382;true;iPhone, Others
acottys;Germany;3/23/1989;Self Employed;Bachelors;Separated; Male;29;23385;5856;false;iPhone, Ford
aobalt;Germany;08/12/1977;Private;Bachelors;Separated; Male;24,5;8194;957;true;iPhone, Others
gwhitcombu;Germany;1/24/1976;Public;High School;Divorced; Male;35;4214;1576;false;Samsung, Others
kbowesv;France;7/27/1985;Private;High School;Married; Male;22;15653;1477;true;Iphone, Others
bbaybuttw;Spain;12/22/1986;Public;High School;Separated; Male;23;3374;1514;true;Samsung, Non
mibertx;Portugal;12/09/1984;Public;Bachelors;Married; Male;29;3170;1479;false;Samsung, Honda
heagley;Spain;5/19/1971;Private;Masters;Divorced; Female;20;4961;893;false;iPhone, Ford
tthewlisz;France;5/15/1981;Public;Doctorate;Married; Male;40;22526;2330;true;Iphone, Audi
clatchmore10;Germany;8/26/1976;Unknown;High School;Separated; Male;35;9734;1707;false;iPhone, Seat
hbreakwell11;Spain;09/01/1972;Private;Bachelors;Married; Male;17,5;17019;1930;true;Others, Others
tsoffe12;Portugal;3/20/1982;Self Employed;Doctorate;Married; Male;29,5;3688;763;true;Samsung, Non
randree13;France;9/14/1978;Unknown;Bachelors;Divorced; Female;18;6424;1838;false;iPhone, Others
jmuzzlewhite14;Portugal;10/17/1976;Unknown;Bachelors;Married; Female;23;15218;910;false;iPhone, Others
omaffione15;Italy;6/15/1978;Self Employed;High School;Separated; Male;36,5;9653;1130;true;Samsung, Ford
wjuschka16;France;09/11/1978;Self Employed;High School;Separated; Female;35;8173;1323;true;Iphone, Seat
ddarell17;Italy;2/23/1973;Public;High School;Married; Female;10,5;7029;478;true;Others, Others
eromanski18;Germany;09/02/1971;Unknown;High School;Married; Male;40;5751;872;false;Iphone, Others
eabsolem19;Germany;10/10/1976;Public;Bachelors;Married; Female;31;7792;762;false;iPhone, Others
cbirks1a;Spain;01/03/1981;Unknown;Bachelors;Married; Male;29;35490;4498;true;Samsung, Seat
lcausey1b;France;4/18/1986;Self Employed;Masters;Separated; Female;32;8670;1599;true;Samsung, Seat
hdeerr1c;Germany;10/26/1973;Self Employed;High School;Married; Male;28;6221;761;true;Iphone, Seat
mpurchon1d;Portugal;08/01/1974;Unknown;Bachelors;Married; Female;30,5;6645;1998;false;Samsung, Others
mscully1e;France;07/05/1976;Self Employed;High School;Married; Male;25,5;8560;519;true;Others, Non
apilmore1f;Italy;06/04/1983;Unknown;High School;Married; Male;13,5;3306;314;false;iPhone, Non
hpawelczyk1g;France;12/14/1979;Private;Bachelors;Never Married; Female;17,5;7442;946;true;Samsung, Non
jsnyder1h;Germany;4/20/1984;Private;Masters;Separated; Female;17;5058;356;true;Iphone, Volkswagen
akarpf1i;Spain;5/29/1971;Unknown;Bachelors;Separated; Male;36;8214;1246;true;Samsung, Others
wlongrigg1j;Spain;03/05/1978;Private;Bachelors;Divorced; Female;18,5;5864;1305;false;Samsung, Others
mblades1k;Portugal;03/05/1977;Private;Masters;Married; Male;6;7787;349;false;Others, Non
tmackerel1l;France;10/31/1989;Unknown;Bachelors;Married; Male;19;6634;711;false;iPhone, Others
oespino1m;Germany;11/24/1972;Unknown;Bachelors;Married; Female;32;31390;3445;false;iPhone, Others
sduigan1n;France;4/13/1978;Private;Doctorate;Married; Male;31;89849;5021;false;Samsung, Ford
mobern1o;France;2/16/1987;Private;Bachelors;Married; Male;24,5;9798;1461;true;Others, Others
mprazer1p;Spain;3/19/1971;Unknown;Bachelors;Divorced; Female;11;8568;374;false;iPhone, Non
dkwietek1q;Germany;03/09/1989;Self Employed;Bachelors;Married; Male;36;5260;835;false;Others, Ford
amorse1r;Germany;4/19/1981;Private;High School;Separated; Male;38,5;48045;6526;true;Others, Honda
twardley1s;Germany;5/30/1984;Unknown;Doctorate;Never Married; Male;22,5;73926;2066;false;iPhone, Volkswagen
rcheccuzzi1t;Italy;9/30/1973;Unknown;Bachelors;Married; Male;37;7012;1224;false;iPhone, Others
hbrager1u;France;11/26/1990;Self Employed;Bachelors;Married; Male;27,5;8948;1492;true;iPhone, BMW
hbampfield1v;Germany;1/17/1975;Self Employed;Bachelors;Married; Female;31,5;6887;650;true;Others, Others
ldaintry1w;Italy;02/08/1985;Unknown;Doctorate;Married; Male;28,5;4314;771;false;Samsung, Ford
vrowbotham1x;Italy;01/11/1991;Private;High School;Never Married; Female;35;4923;1030;false;Samsung, BMW
cdukelow1y;Germany;2/22/1991;Private;Bachelors;Married; Male;36;3362;812;true;iPhone, BMW
pdyer1z;Germany;09/01/1975;Public;High School;Married; Male;18;7573;1658;true;iPhone, Honda
cwhithalgh20;Italy;06/11/1974;Unknown;Doctorate;Married; Male;27;24015;4676;true;Samsung, Others
epuller21;Spain;4/25/1990;Public;High School;Married; Female;38;97900;5157;false;Iphone, Ford
cthurley22;Germany;6/25/1979;Unknown;High School;Married; Male;31,5;5428;1252;false;Others, BMW
fmichelin23;Spain;1/15/1991;Self Employed;Bachelors;Married; Male;31;82951;3287;false;Samsung, Others
kstanex24;Portugal;3/13/1974;Unknown;High School;Married; Female;38,5;8870;1301;true;Samsung, BMW
dwylie25;Germany;9/14/1976;Public;Bachelors;Never Married; Female;28,5;4400;1960;false;iPhone, Non
bportis26;Germany;3/23/1988;Self Employed;Masters;Divorced; Male;30;7294;632;false;iPhone, Audi
mtroy27;Portugal;08/01/1985;Private;Bachelors;Married; Male;28,5;23322;5457;true;Others, Seat
frozzier28;France;01/12/1972;Private;Bachelors;Never Married; Male;35;5390;774;true;iPhone, Ford
wlillico29;Portugal;10/14/1977;Private;Bachelors;Never Married; Male;28;4827;1213;false;Iphone, Non
krouby2a;Spain;4/29/1973;Self Employed;High School;Married; Female;30,5;42634;4284;false;iPhone, Others
alichfield2b;Germany;04/09/1990;Private;Bachelors;Married; Male;19;4271;683;false;Others, Others
nbassam2c;France;12/31/1973;Private;Bachelors;Married; Male;40;25801;2582;false;Iphone, Volkswagen
cgrowcock2d;Germany;11/04/1977;Self Employed;Bachelors;Married; Male;12;6034;372;true;iPhone, Non
cfloch2e;Germany;07/04/1989;Private;Bachelors;Married; Male;36,5;6955;1161;false;Iphone, Others
jmerwe2f;Portugal;04/07/1977;Public;Bachelors;Married; Male;10;5436;347;false;Others, Others
mceely2g;Spain;08/03/1983;Unknown;Masters;Married; Male;30;27207;5331;true;Samsung, Volkswagen
jlandsman2h;Spain;11/06/1987;Private;Doctorate;Never Married; Male;24,5;6541;1282;false;Samsung, Others
gmccreery2i;Germany;5/20/1983;Public;Bachelors;Married; Female;34;9241;1576;true;iPhone, Audi
mnickell2j;Spain;6/14/1980;Unknown;Doctorate;Married; Male;10;3209;417;false;iPhone, BMW
ahemmingway2k;Germany;1/26/1984;Public;High School;Never Married; Male;37;3861;1218;true;iPhone, Audi
vclutram2l;Germany;1/30/1989;Unknown;Masters;Never Married; Male;32,5;5781;1490;false;Others, BMW
slorenz2m;Spain;5/21/1990;Unknown;Bachelors;Married; Male;16,5;4663;329;false;Iphone, Honda
ewallington2n;Spain;6/21/1988;Self Employed;Bachelors;Separated; Male;20,5;3622;524;false;Others, Honda
jcarreck2o;Spain;10/07/1973;Public;Bachelors;Married; Male;29,5;15299;1578;false;Samsung, Audi
khoyte2p;France;4/14/1972;Public;High School;Married; Female;22;11413;602;false;iPhone, Audi
jtrunkfield2q;Italy;2/13/1986;Private;Bachelors;Married; Male;13;3323;464;true;iPhone, Others
ctrillow2r;France;02/07/1976;Unknown;Bachelors;Separated; Male;25;8377;820;true;iPhone, Others
sbrereton2s;Spain;1/15/1983;Self Employed;Bachelors;Married; Male;25;18991;1356;true;Others, Others
ahapper2t;Portugal;10/19/1988;Public;Bachelors;Married; Female;27;30416;5172;true;Iphone, Audi
adomniney2u;France;1/21/1984;Public;Bachelors;Married; Female;20;4708;1653;false;Samsung, Others
loteague2v;Portugal;12/28/1981;Private;High School;Married; Female;38;57721;2595;false;iPhone, Others
hrickaby2w;France;10/31/1978;Private;Bachelors;Married; Male;24;4905;1008;false;Others, BMW
dborth2x;Spain;1/16/1988;Self Employed;High School;Never Married; Male;32;4894;1981;true;Others, Others
ebeacom2y;Portugal;10/07/1978;Private;Bachelors;Married; Female;16;6907;435;true;iPhone, Ford
frobbie2z;Portugal;05/08/1984;Self Employed;Bachelors;Separated; Male;21,5;4584;635;true;Iphone, Ford
gchitson30;Italy;3/26/1989;Public;Bachelors;Married; Male;36,5;5487;1337;true;Iphone, Volkswagen
ksille31;Portugal;5/20/1981;Private;Masters;Married; Male;35;3581;690;true;Others, Others
zcoslitt32;Germany;06/06/1990;Unknown;High School;Divorced; Female;8;9198;348;false;Iphone, Audi
ksapshed33;Germany;7/20/1984;Unknown;Bachelors;Separated; Male;33,5;5695;1049;false;Samsung, Honda
hgueny34;Portugal;9/20/1976;Unknown;Bachelors;Divorced; Male;32,5;4717;1700;false;iPhone, Seat
mwhiskin35;Spain;03/04/1977;Public;Bachelors;Married; Male;12;4675;475;true;Samsung, Others
mwozencroft36;Portugal;4/18/1980;Self Employed;Bachelors;Married; Male;35,5;6270;1719;true;iPhone, Others
eaddekin37;Italy;7/13/1974;Private;Bachelors;Separated; Male;28;3571;1526;false;iPhone, Others
tnapoli38;Germany;9/15/1981;Self Employed;High School;Never Married; Male;33;53859;6423;false;Iphone, Seat
cburchess39;Italy;1/27/1987;Public;Masters;Married; Female;33;86109;6211;true;Samsung, Others
ccresar3a;France;1/21/1989;Public;Doctorate;Married; Male;17,5;7842;1587;true;Samsung, Honda
dfilson3b;Spain;12/12/1984;Unknown;Bachelors;Married; Female;37,5;20706;5909;false;Samsung, Others
cawde3c;Germany;5/27/1976;Public;Masters;Married; Male;29,5;6846;1810;false;Samsung, Others
kspitaro3d;Spain;9/28/1989;Private;Doctorate;Divorced; Male;24;5828;1635;true;iPhone, Audi
cpues3e;Portugal;6/18/1982;Public;Doctorate;Married; Female;13,5;3737;455;true;Samsung, Seat
ehoggan3f;Portugal;6/22/1984;Self Employed;High School;Married; Male;40;8770;741;true;Others, Non
aviel3g;Spain;3/31/1973;Public;High School;Separated; Male;5;7202;315;false;iPhone, BMW
bkingh3h;Spain;8/22/1989;Public;Bachelors;Married; Male;36,5;8755;1972;true;iPhone, Ford
ecaffin3i;Italy;8/31/1971;Public;Doctorate;Married; Male;33;8065;1505;true;Iphone, Others
fdunrige3j;Spain;6/23/1978;Self Employed;Masters;Never Married; Male;26;70632;4624;false;Samsung, Others
cmckain3k;Spain;04/08/1981;Self Employed;High School;Never Married; Female;31,5;8952;549;false;Samsung, Ford
kbetho3l;Germany;8/21/1983;Self Employed;High School;Divorced; Male;35,5;4759;622;false;Others, Ford
ykeward3m;France;9/14/1983;Unknown;Doctorate;Married; Male;31;3490;990;true;Samsung, Others
eboltwood3n;Germany;5/21/1986;Public;Bachelors;Married; Male;35,5;9493;1440;false;Iphone, Honda
nmcdermid3o;Italy;11/09/1978;Self Employed;Bachelors;Married; Male;23,5;7958;1399;true;Others, Ford
eburman3p;Spain;12/20/1985;Unknown;High School;Married; Female;32,5;8953;1559;false;Iphone, Others
dpiddlesden3q;Spain;12/22/1986;Self Employed;High School;Married; Male;36;3818;655;false;Others, Non
ffennelly3r;Spain;4/24/1984;Public;High School;Never Married; Male;26;5358;1477;false;iPhone, Volkswagen
jreinger3s;Italy;03/12/1986;Public;Bachelors;Married; Male;26,5;6350;1167;false;Others, Ford
ftrevithick3t;France;2/22/1991;Public;Bachelors;Separated; Male;16,5;9109;1981;false;Iphone, Volkswagen
opoyzer3u;Italy;11/12/1974;Self Employed;High School;Separated; Male;23;31057;3834;true;Iphone, Ford
rmarc3v;Spain;07/08/1978;Self Employed;High School;Never Married; Female;25,5;5634;1602;true;iPhone, Honda
bwinterburn3w;Germany;02/08/1979;Unknown;Masters;Married; Male;35;3393;1523;false;iPhone, Others
aheskins3x;Spain;7/21/1986;Unknown;Bachelors;Separated; Female;28,5;82724;3803;true;Iphone, Honda
trappa3y;France;10/15/1970;Self Employed;High School;Married; Male;25;9052;1764;false;Samsung, BMW
gdevanney3z;Italy;4/24/1970;Public;Masters;Divorced; Male;23;6762;1066;true;Iphone, Non
wgoodnow40;Germany;09/09/1988;Self Employed;High School;Married; Male;8;3715;342;false;Samsung, Others
rchettle41;Italy;5/26/1977;Self Employed;Bachelors;Married; Male;34;3294;1472;true;iPhone, Others
kpapez42;France;7/17/1971;Public;High School;Married; Male;16;3202;398;true;Samsung, Non
granson43;Germany;08/07/1976;Self Employed;Bachelors;Married; Female;31,5;9338;1991;true;iPhone, Others
bhowkins44;Spain;9/27/1978;Private;Bachelors;Married; Female;35;3797;856;true;iPhone, Non
dkeningham45;Germany;1/24/1990;Private;Bachelors;Married; Female;26;3568;1408;true;Samsung, Audi
stapsfield46;Germany;03/03/1971;Unknown;Masters;Divorced; Male;37,5;6104;1858;false;Samsung, Others
bliggett47;Spain;01/03/1979;Self Employed;Bachelors;Never Married; Female;26,5;26731;5749;true;Iphone, Others
abrumwell48;Spain;10/28/1985;Public;Bachelors;Divorced; Male;18,5;3466;1733;false;iPhone, Honda
kalenshev49;Germany;7/29/1986;Self Employed;Bachelors;Married; Female;38,5;8168;1828;false;Others, Others
eplevey4a;Italy;06/07/1975;Public;Doctorate;Never Married; Male;6,5;6320;445;true;iPhone, Audi
okrzyzowski4b;France;9/25/1980;Public;High School;Married; Male;26;7633;702;false;Samsung, Others
dfirbank4c;Germany;2/19/1981;Self Employed;Bachelors;Married; Female;24;31774;4752;true;Samsung, Volkswagen
gmcdermottrow4d;Spain;11/01/1982;Public;Bachelors;Never Married; Female;22,5;9263;1258;false;Others, BMW
kvassall4e;Spain;11/03/1985;Public;Bachelors;Married; Male;20;98137;4708;false;Samsung, Honda
jkohring4f;Germany;5/21/1983;Public;High School;Married; Male;19;69307;2540;false;iPhone, Others
dmildenhall4g;Germany;1/28/1986;Self Employed;High School;Married; Male;17;9071;1387;false;Samsung, Others
sgraddell4h;Germany;6/23/1976;Private;Bachelors;Married; Female;37;12548;1532;false;Others, Ford
wlabden4i;Portugal;11/04/1989;Unknown;High School;Married; Female;21;6730;764;false;Samsung, BMW
abesset4j;Italy;6/14/1977;Unknown;Bachelors;Never Married; Female;18;9693;1300;true;iPhone, Others
bfullard4k;Spain;07/01/1982;Private;High School;Married; Male;30,5;7876;513;false;Others, Honda
mgimblett4l;Spain;6/25/1971;Private;High School;Married; Female;33;4337;858;false;iPhone, Non
mcicconetti4m;Germany;09/10/1989;Unknown;Bachelors;Married; Male;10,5;7647;417;false;Iphone, Ford
dgoney4n;France;6/16/1986;Public;Doctorate;Separated; Male;30;29485;4882;false;Samsung, Others
krosser4o;Portugal;10/06/1985;Self Employed;Bachelors;Married; Female;19,5;53217;3929;false;Samsung, Others
mgoodbarne4p;France;12/11/1986;Self Employed;Bachelors;Married; Male;25;39396;3538;false;iPhone, Volkswagen
ebarrowcliff4q;Portugal;07/02/1974;Public;Masters;Married; Male;27,5;13488;1885;false;iPhone, Others
cdracksford4r;France;8/23/1982;Public;Bachelors;Married; Female;22;8656;1334;false;iPhone, Others
bloomes4s;France;2/22/1971;Private;Masters;Married; Male;24,5;8277;656;false;Samsung, BMW
smacalister4t;Spain;12/29/1983;Public;Doctorate;Married; Male;27,5;6703;1288;true;Samsung, Ford
fmerrigans4u;Spain;5/28/1973;Unknown;High School;Separated; Female;32,5;7830;968;true;iPhone, Volkswagen
rsproson4v;Germany;8/24/1981;Self Employed;Bachelors;Married; Female;12,5;9353;396;true;iPhone, Non
mmacascaidh4w;Portugal;6/27/1982;Unknown;Bachelors;Married; Female;29,5;24915;2073;false;Samsung, Volkswagen
agrigoliis4x;Germany;11/01/1972;Unknown;High School;Separated; Male;33,5;94830;5268;false;Samsung, Audi
vtreadaway4y;Spain;12/26/1979;Unknown;Bachelors;Married; Male;30,5;3917;1812;true;Samsung, Volkswagen
eegdale4z;France;10/02/1981;Private;Bachelors;Never Married; Male;37,5;5920;984;true;Samsung, Volkswagen
rdimelow50;Portugal;04/06/1981;Private;Doctorate;Married; Male;27,5;6644;1530;false;Others, Seat
chirsch51;Germany;3/26/1983;Private;High School;Married; Female;12,5;8328;394;true;Iphone, Audi
fgidney52;France;2/27/1973;Private;Bachelors;Married; Male;29;9005;1135;false;Samsung, Honda
dgyde53;Spain;07/05/1986;Self Employed;Masters;Married; Male;18,5;24883;4028;true;Iphone, Ford
thaddleton54;Germany;8/19/1973;Self Employed;High School;Divorced; Male;38,5;34414;3257;false;iPhone, Others
dparkhouse55;Spain;12/17/1982;Unknown;Masters;Never Married; Male;21,5;5819;739;false;iPhone, BMW
kstrank56;Spain;7/15/1988;Private;Doctorate;Divorced; Male;33,5;7835;1097;false;Iphone, Others
mcampany57;Italy;05/02/1984;Public;Masters;Married; Male;35;32742;4249;true;Others, Non
gkimpton58;France;2/18/1983;Private;Bachelors;Divorced; Male;23,5;5251;676;true;Iphone, Others
istitcher59;Spain;06/04/1990;Unknown;Bachelors;Married; Male;16,5;9644;699;true;Iphone, Audi
aconneely5a;Spain;08/09/1988;Private;High School;Married; Male;18,5;5841;664;true;Iphone, Others
acarlsen5b;Spain;2/16/1986;Self Employed;Bachelors;Married; Male;35;54486;6848;false;iPhone, Others
jbrezlaw5c;Germany;09/03/1970;Private;Masters;Married; Male;37,5;3801;749;false;Others, Seat
gmacalinden5d;Spain;01/08/1988;Private;Bachelors;Divorced; Male;23,5;33689;5566;false;Iphone, Seat
trove5e;France;8/24/1979;Public;Bachelors;Separated; Male;36,5;84568;4894;false;Samsung, Honda
ashelford5f;France;5/29/1990;Public;Bachelors;Married; Male;24,5;3508;1875;false;iPhone, Ford
ggoudman5g;Germany;05/07/1977;Unknown;Bachelors;Married; Male;35;23181;6712;false;Iphone, Non
tfipp5h;Portugal;1/17/1981;Public;High School;Married; Male;23,5;6307;587;true;Iphone, BMW
jmcnicol5i;Germany;02/07/1990;Unknown;Doctorate;Married; Male;36,5;5863;1942;false;iPhone, Others
tscole5j;Portugal;12/17/1988;Public;Bachelors;Separated; Male;23;6640;1955;false;iPhone, Others
rswadlin5k;Germany;3/19/1983;Unknown;Bachelors;Married; Male;28,5;4477;1379;false;iPhone, Non
lpipet5l;Italy;8/20/1987;Private;Bachelors;Never Married; Female;9,5;8570;329;false;iPhone, Volkswagen
ewomersley5m;Portugal;10/16/1977;Self Employed;Bachelors;Married; Female;29;3145;1470;false;Samsung, Volkswagen
tkleinber5n;France;8/24/1990;Public;Bachelors;Never Married; Female;22;7484;1709;true;iPhone, Seat
ctousy5o;Spain;02/01/1975;Unknown;Bachelors;Married; Male;34,5;91057;4725;false;iPhone, Others
rcryer5p;Spain;9/21/1988;Unknown;High School;Married; Male;17;5316;388;true;Others, Non
mmeininger5q;Spain;08/11/1971;Private;Doctorate;Divorced; Female;39,5;9108;984;true;iPhone, Others
yfratczak5r;Germany;9/15/1971;Public;Bachelors;Married; Female;32;4734;1915;false;Iphone, Others
omatitiaho5s;Germany;01/10/1972;Self Employed;Doctorate;Separated; Male;36,5;87360;2265;false;Others, Others
pnoot5t;Germany;5/24/1982;Self Employed;Bachelors;Never Married; Female;31;9891;976;true;iPhone, Others
rhuriche5u;Germany;12/05/1981;Public;Doctorate;Married; Female;36;8210;1884;true;Samsung, Volkswagen
ghavesides5v;Portugal;02/02/1975;Private;Doctorate;Married; Female;30;33709;4828;false;Iphone, Others
arenzullo5w;Spain;03/08/1979;Private;High School;Never Married; Male;25;4571;1616;true;Iphone, Volkswagen
kshallow5x;Portugal;02/06/1991;Private;Bachelors;Married; Male;23,5;5286;1941;false;iPhone, Others
drodmell5y;Italy;11/14/1990;Public;High School;Separated; Male;31,5;6361;921;false;iPhone, Others
csallowaye5z;Spain;3/20/1978;Self Employed;High School;Married; Male;38,5;57250;4969;false;Samsung, Audi
dbale60;France;10/07/1977;Unknown;Bachelors;Married; Male;27,5;7622;1544;true;Iphone, Non
kwisdish61;Spain;10/16/1977;Self Employed;Bachelors;Never Married; Male;32;10867;810;false;iPhone, Honda
imillam62;Germany;12/11/1987;Public;Doctorate;Separated; Male;5;3674;360;false;iPhone, Audi
sburdikin63;Germany;6/23/1973;Self Employed;Bachelors;Never Married; Female;27,5;7878;1970;false;Samsung, Honda
hphibb64;Spain;2/16/1991;Private;Masters;Separated; Female;38,5;5658;1182;false;iPhone, Others
avyse65;Germany;6/28/1975;Public;Bachelors;Married; Male;37,5;5447;745;true;iPhone, Audi
clydiard66;Italy;7/22/1973;Public;Doctorate;Married; Female;24,5;21882;2756;true;iPhone, Others
lephson67;Spain;5/29/1970;Self Employed;High School;Married; Male;37;33678;5838;false;iPhone, Others
vcaskey68;Portugal;8/19/1986;Public;Bachelors;Married; Male;35;14798;1860;true;iPhone, Volkswagen
